fonte_de_recursos,valor_despesas,indice_despesas,nome_despesas
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,2061115.6,44903515,SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,32734.0,44903611,OUTRAS REMUNERACOES DE SERVICOS PESSOAIS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,5753.68,44903634,AQUISIçãO DE SOFTWARE SOB ENCOMENDA
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17772056.34,44903999,OUTROS SERVICOS DE TERCEIROS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,2014180.44,44904062,AQUISIçãO DE SOFTWARE
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,320331.54,44904064,COMUNICAçãO DE DADOS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,1011212.81,44905110,ESTUDOS E PROJETOS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,7956597.18,44905111,GERENCIAMENTO DE OBRAS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,11274556.84,44905112,INSTALACOES
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,50255504.61,44905130,EXECUCAO DE OBRAS E INSTALACOES
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,3200.0,44905131,DESAPROPRIACOES
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,1859951.55,44905210,VEICULOS DIVERSOS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,2431000.0,44905211,TRENS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,10201741.12,44905220,EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,153221.16,44905231,MAQUINAS E MOTORES
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,2333520.97,44905232,MOBILIARIO EM GERAL
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,871090.69,44905233,"MATERIAL EDUCATIVO,CULTURAL E RECREATIVO"
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,10654350.12,44905234,OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,7515382.3,44905235,"EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO"
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,7700.0,44905241,EQUIPAMENTOS PARA DATA CENTER
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,28291.65,44905242,AQUISICAO DE SOFTWARE PRONTO
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,23560561.0,44909101,SENTENCAS JUDICIAIS
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,5935957.55,44909201,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,5016493.0,44909301,INDENIZACOES E RESTITUICOES DIVERSAS
005 - RECURSOS VINCULADOS FEDERAIS,71716814.21,31204101,COMPENSACAO PREVIDENCIARIA
005 - RECURSOS VINCULADOS FEDERAIS,163744262.72,31900111,INATIVOS-RPPS
005 - RECURSOS VINCULADOS FEDERAIS,14405162.54,31900314,PENSIONISTAS-OUTROS PODERES-RPPS
005 - RECURSOS VINCULADOS FEDERAIS,936301128.84,31901112,PESSOAL CIVIL PAGO PELA UNIDADE
005 - RECURSOS VINCULADOS FEDERAIS,27030077.56,31901129,PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO
005 - RECURSOS VINCULADOS FEDERAIS,7012267.56,31901131,PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS
005 - RECURSOS VINCULADOS FEDERAIS,39251743.64,31901312,OUTRAS CONTRIBUICOES DE PREV.SOCIAL
005 - RECURSOS VINCULADOS FEDERAIS,21227081.81,31901313,FUNDO DE GARANTIA POR TEMPO DE SERVICO
005 - RECURSOS VINCULADOS FEDERAIS,39422.97,31901321,FGTS-13 SALARIO
005 - RECURSOS VINCULADOS FEDERAIS,653378.71,31901322,PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL
005 - RECURSOS VINCULADOS FEDERAIS,19860560.01,31901323,PREVIDENCIA SOCIAL/PESSOAL CLT
005 - RECURSOS VINCULADOS FEDERAIS,651661.46,31901324,PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO
005 - RECURSOS VINCULADOS FEDERAIS,964.04,31901613,HORA EXTRA
005 - RECURSOS VINCULADOS FEDERAIS,12805964.79,31901616,DESPESAS EVENTUAIS DE PESSOAL CIVIL
005 - RECURSOS VINCULADOS FEDERAIS,275557.46,31909412,INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.
005 - RECURSOS VINCULADOS FEDERAIS,398232.0,31909601,RESSARC. DESP. PESS.REQUISITADO DE EMPRESAS
005 - RECURSOS VINCULADOS FEDERAIS,8215689.49,31911302,CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV
005 - RECURSOS VINCULADOS FEDERAIS,258799851.53,33403001,TRANSF.PARA MATERIAL DE CONSUMO
005 - RECURSOS VINCULADOS FEDERAIS,82322199.59,33403347,TRANSPORTE ESCOLAR
005 - RECURSOS VINCULADOS FEDERAIS,15573601.34,33403901,TRANSFERENCIAS PARA SERVICOS
005 - RECURSOS VINCULADOS FEDERAIS,36528091.2,33408160,TRANSFERENCIA A MUNICIPIOS-OUTRAS RECEITAS
005 - RECURSOS VINCULADOS FEDERAIS,143048967.12,33413901,TRANSFERENCIAS PARA SERVICOS
005 - RECURSOS VINCULADOS FEDERAIS,517945.0,33503977,CONVENIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS
005 - RECURSOS VINCULADOS FEDERAIS,331914.72,33504374,CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS
005 - RECURSOS VINCULADOS FEDERAIS,240000.0,33504379,CONVENIOS COM ORGANIZACOES SOCIAIS
005 - RECURSOS VINCULADOS FEDERAIS,3151255233.05,33504380,SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE
005 - RECURSOS VINCULADOS FEDERAIS,113325788.17,33504381,TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI
005 - RECURSOS VINCULADOS FEDERAIS,8545072.46,33504390,OUTRAS SUBVENCOES SOCIAIS
005 - RECURSOS VINCULADOS FEDERAIS,44474129.88,33704116,SERV.DE SAUDE-GESTAO/CONSORCIO MUNICIPAIS
005 - RECURSOS VINCULADOS FEDERAIS,377784.55,33900810,AUXILIO-CRECHE E AUXILIO-ESCOLA
005 - RECURSOS VINCULADOS FEDERAIS,7987888.56,33901401,DIARIAS PESSOAL CIVIL
005 - RECURSOS VINCULADOS FEDERAIS,289802.3,33901416,DIARIAS NO EXTERIOR
005 - RECURSOS VINCULADOS FEDERAIS,2925739.31,33901801,AUXILIO FINANCEIRO A ESTUDANTES
005 - RECURSOS VINCULADOS FEDERAIS,1094572.2,33901803,AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST
005 - RECURSOS VINCULADOS FEDERAIS,7535689.49,33902001,AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA
005 - RECURSOS VINCULADOS FEDERAIS,16108.08,33902002,AUXíLIO FINAN.A PESQUISADORES-PESQ.COLETIVA
005 - RECURSOS VINCULADOS FEDERAIS,290465972.55,33903010,GENEROS ALIMENTICIOS
005 - RECURSOS VINCULADOS FEDERAIS,62800.0,33903012,"MATERIAL DE CAMA, MESA E BANHO"
005 - RECURSOS VINCULADOS FEDERAIS,909091.01,33903013,"MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA"
005 - RECURSOS VINCULADOS FEDERAIS,38536.04,33903014,MATERIAL DE LIMPEZA
005 - RECURSOS VINCULADOS FEDERAIS,1317985.73,33903015,ARTIGOS DE HIGIENE PESSOAL
005 - RECURSOS VINCULADOS FEDERAIS,130994.16,33903016,MATERIAL DE ACONDICIONAMENTO E EMBALAGEM
005 - RECURSOS VINCULADOS FEDERAIS,3361.04,33903019,LUBRIFICANTE AUTOMOTIVO
005 - RECURSOS VINCULADOS FEDERAIS,881.81,33903021,GASOLINA AUTOMOTIVA
005 - RECURSOS VINCULADOS FEDERAIS,4470.91,33903023,ETANOL AUTOMOTIVO
005 - RECURSOS VINCULADOS FEDERAIS,846909.84,33903024,OUTROS COMBUSTIVEIS E LUBRIFICANTES
005 - RECURSOS VINCULADOS FEDERAIS,5544.29,33903025,GASOLINA AUTOMOTIVA-REEMBOLSO
005 - RECURSOS VINCULADOS FEDERAIS,1913494.47,33903026,CESTAS BASICAS
005 - RECURSOS VINCULADOS FEDERAIS,885494.4,33903027,ETANOL AUTOMOTIVO-REEMBOLSO
005 - RECURSOS VINCULADOS FEDERAIS,186445.83,33903028,DIESEL AUTOMOTIVO-REEMBOLSO
005 - RECURSOS VINCULADOS FEDERAIS,227417925.88,33903030,MEDICAMENTOS E INSUMOS FARMACEUTICOS
005 - RECURSOS VINCULADOS FEDERAIS,10132457.81,33903031,"MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO"
005 - RECURSOS VINCULADOS FEDERAIS,24976958.41,33903032,MATERIAL DE USO LABORATORIAL
005 - RECURSOS VINCULADOS FEDERAIS,192843.5,33903034,MATERIAL DE USO VETERINARIO
005 - RECURSOS VINCULADOS FEDERAIS,1553104.22,33903036,OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL
005 - RECURSOS VINCULADOS FEDERAIS,3803159.1,33903039,MATERIAL ESPORTIVO E DE LAZER
005 - RECURSOS VINCULADOS FEDERAIS,167790.47,33903040,MATERIAL EDUCATIVO E CULTURAL
005 - RECURSOS VINCULADOS FEDERAIS,1111078.26,33903041,MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS
005 - RECURSOS VINCULADOS FEDERAIS,7645.03,33903043,"LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA"
005 - RECURSOS VINCULADOS FEDERAIS,1255416.65,33903050,PECAS DE REPOSICAO E ACESSORIOS
005 - RECURSOS VINCULADOS FEDERAIS,3329.3,33903051,FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ
005 - RECURSOS VINCULADOS FEDERAIS,51541.77,33903052,MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS
005 - RECURSOS VINCULADOS FEDERAIS,15580.0,33903053,PECAS E ACESSORIOS PARA VIATURAS POLICIAIS
005 - RECURSOS VINCULADOS FEDERAIS,34479.12,33903054,MATERIAL INSTALACAO ELETRICA E ELETRONICA
005 - RECURSOS VINCULADOS FEDERAIS,13106.49,33903055,MATERIAL PARA TELECOMUNICACOES
005 - RECURSOS VINCULADOS FEDERAIS,184057.46,33903060,MATERIAIS E SUPRIMENTOS DE INFORMATICA
005 - RECURSOS VINCULADOS FEDERAIS,61683.42,33903061,PECAS E ACESSOR.E COMPONENTES DE INFORMATICA
005 - RECURSOS VINCULADOS FEDERAIS,959635.11,33903062,MUNICOES E EXPLOSIVOS
005 - RECURSOS VINCULADOS FEDERAIS,2740102.25,33903063,"FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT"
005 - RECURSOS VINCULADOS FEDERAIS,3500.0,33903064,PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO
005 - RECURSOS VINCULADOS FEDERAIS,1177159.35,33903066,MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA
005 - RECURSOS VINCULADOS FEDERAIS,6888.0,33903080,"ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM"
005 - RECURSOS VINCULADOS FEDERAIS,99930.0,33903081,ALIMENTOS PARA ANIMAIS
005 - RECURSOS VINCULADOS FEDERAIS,10139.79,33903082,SEMENTES E MUDAS DE PLANTAS
005 - RECURSOS VINCULADOS FEDERAIS,5752585.19,33903090,OUTROS MATERIAIS DE CONSUMO
005 - RECURSOS VINCULADOS FEDERAIS,194441.0,33903101,PREMIO EM PECUNIA
005 - RECURSOS VINCULADOS FEDERAIS,4037802.12,33903102,OUTRAS PREMIACOES
005 - RECURSOS VINCULADOS FEDERAIS,40.8,33903340,REGIME DE QUILOMETRAGEM
005 - RECURSOS VINCULADOS FEDERAIS,1681334.69,33903342,PASSAGENS AEREAS        EXERCICIO ANTERIOR.
005 - RECURSOS VINCULADOS FEDERAIS,11919941.0,33903343,"LOCACAO DE VEICULOS,AERONAVES E OUTROS"
005 - RECURSOS VINCULADOS FEDERAIS,1487201.08,33903344,VALE-TRANSPORTE
005 - RECURSOS VINCULADOS FEDERAIS,74554447.29,33903345,OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO
005 - RECURSOS VINCULADOS FEDERAIS,80959.37,33903346,LOCOMOCAO DE SERVIDORES
005 - RECURSOS VINCULADOS FEDERAIS,238933455.94,33903347,TRANSPORTE ESCOLAR
005 - RECURSOS VINCULADOS FEDERAIS,47326.52,33903501,"OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA"
005 - RECURSOS VINCULADOS FEDERAIS,26163.96,33903507,AUDITORIA EXTERNA
005 - RECURSOS VINCULADOS FEDERAIS,10276411.99,33903611,OUTRAS REMUNERACOES DE SERVICOS PESSOAIS
005 - RECURSOS VINCULADOS FEDERAIS,2117178.74,33903612,ENCARGOS SOCIAIS E OBRIGACOES FISCAIS
005 - RECURSOS VINCULADOS FEDERAIS,101084.68,33903613,ESTAGIARIOS DIRETAMENTE CONTRATADOS
005 - RECURSOS VINCULADOS FEDERAIS,1052724.31,33903616,AJUDA DE CUSTO A COLABORADORES EVENTUAIS
005 - RECURSOS VINCULADOS FEDERAIS,101796.0,33903623,JETON
005 - RECURSOS VINCULADOS FEDERAIS,117000.0,33903626,SERVICOS TECNICOS E ESPECIALIZADOS
005 - RECURSOS VINCULADOS FEDERAIS,42600.0,33903633,SERVIçOS TéCNICOS DE PROFISSIONAIS DE TI
005 - RECURSOS VINCULADOS FEDERAIS,717366.59,33903691,LOCACAO DE IMOVEIS
005 - RECURSOS VINCULADOS FEDERAIS,5547527.92,33903795,SERVICOS DE VIGILANCIA
005 - RECURSOS VINCULADOS FEDERAIS,275049755.29,33903796,SERVICOS DE LIMPEZA
005 - RECURSOS VINCULADOS FEDERAIS,347174.01,33903799,OUTROS SERVICOS
005 - RECURSOS VINCULADOS FEDERAIS,672534.67,33903903,CONDOMINIOS
005 - RECURSOS VINCULADOS FEDERAIS,11483763.38,33903906,VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS
005 - RECURSOS VINCULADOS FEDERAIS,88816923.34,33903908,PREST.SERV.AP.PORTAD.DE NECES.ESP.CUIDADORES
005 - RECURSOS VINCULADOS FEDERAIS,111531.32,33903914,EXAMES LABORATORIAIS
005 - RECURSOS VINCULADOS FEDERAIS,1184346.6,33903915,LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA
005 - RECURSOS VINCULADOS FEDERAIS,19304.0,33903916,GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO)
005 - RECURSOS VINCULADOS FEDERAIS,14543.03,33903918,PROPAGANDA/PUBLICIDADE
005 - RECURSOS VINCULADOS FEDERAIS,5042169.17,33903919,LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS
005 - RECURSOS VINCULADOS FEDERAIS,4471.5,33903921,SERVICOS DE COMUNICACAO DE DADOS
005 - RECURSOS VINCULADOS FEDERAIS,447670.08,33903924,SERV.FORNECIM.E DISTRIB.DE CESTA BASICA
005 - RECURSOS VINCULADOS FEDERAIS,893465.26,33903925,SERVICOS DE CORREIOS
005 - RECURSOS VINCULADOS FEDERAIS,4795.41,33903926,PUBLICIDADE LEGAL
005 - RECURSOS VINCULADOS FEDERAIS,1649551.43,33903927,GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE
005 - RECURSOS VINCULADOS FEDERAIS,304762.23,33903936,"DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO"
005 - RECURSOS VINCULADOS FEDERAIS,1377805.48,33903940,FRETES E TRANSPORTES
005 - RECURSOS VINCULADOS FEDERAIS,9305.0,33903941,SERVICO DE LAVANDERIA
005 - RECURSOS VINCULADOS FEDERAIS,2007.62,33903942,SEGURO DE VIDA
005 - RECURSOS VINCULADOS FEDERAIS,26143.94,33903943,"ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM"
005 - RECURSOS VINCULADOS FEDERAIS,183938.13,33903944,SEGURO DE VEICULO
005 - RECURSOS VINCULADOS FEDERAIS,29488.07,33903945,OUTROS SEGUROS
005 - RECURSOS VINCULADOS FEDERAIS,16754916.57,33903946,"SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO"
005 - RECURSOS VINCULADOS FEDERAIS,1101602.52,33903949,ESTAGIARIOS CONTRATADOS POR INSTITUICOES
005 - RECURSOS VINCULADOS FEDERAIS,12461414.84,33903951,CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE
005 - RECURSOS VINCULADOS FEDERAIS,5540.0,33903952,PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS
005 - RECURSOS VINCULADOS FEDERAIS,51617.92,33903953,"PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA"
005 - RECURSOS VINCULADOS FEDERAIS,51070.0,33903954,"CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES"
005 - RECURSOS VINCULADOS FEDERAIS,18570.72,33903955,INSCRICOES EM EVENTOS DIVERSOS
005 - RECURSOS VINCULADOS FEDERAIS,1825211.88,33903956,ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA
005 - RECURSOS VINCULADOS FEDERAIS,11850.68,33903957,SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI
005 - RECURSOS VINCULADOS FEDERAIS,11450.0,33903958,"AUDIO,VIDEO,FOTO E PROJECAO"
005 - RECURSOS VINCULADOS FEDERAIS,483455.47,33903961,CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO
005 - RECURSOS VINCULADOS FEDERAIS,48703.9,33903962,CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB
005 - RECURSOS VINCULADOS FEDERAIS,243778.04,33903963,"INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI"
005 - RECURSOS VINCULADOS FEDERAIS,96655.54,33903966,COLETA DE LIXO HOSPITALAR_E DE LABORATORIO
005 - RECURSOS VINCULADOS FEDERAIS,2942042.21,33903967,SERVICOS DECORRENTES DE DECISAO JUDICIAL
005 - RECURSOS VINCULADOS FEDERAIS,1601538.14,33903969,SERV.SOCORRISTA P/ATEND.MEDICO URGENTE
005 - RECURSOS VINCULADOS FEDERAIS,322140.97,33903970,FORNEC.ALIMENT.PREPARADA-HOSPITALAR
005 - RECURSOS VINCULADOS FEDERAIS,1224672.1,33903973,FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB
005 - RECURSOS VINCULADOS FEDERAIS,166219411.83,33903974,SERVICOS  SAUDE - GESTAO MUNICIPIOS-PRIVADOS
005 - RECURSOS VINCULADOS FEDERAIS,9543772.68,33903975,CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS
005 - RECURSOS VINCULADOS FEDERAIS,16711.0,33903978,MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO
005 - RECURSOS VINCULADOS FEDERAIS,6219710.9,33903979,CONSERVACAO E MANUTENCAO DE IMOVEIS
005 - RECURSOS VINCULADOS FEDERAIS,15049628.0,33903980,CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT
005 - RECURSOS VINCULADOS FEDERAIS,5380783.28,33903981,REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET
005 - RECURSOS VINCULADOS FEDERAIS,106973239.34,33903982,CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC
005 - RECURSOS VINCULADOS FEDERAIS,28787743.15,33903983,SERVICOS GRAFICOS
005 - RECURSOS VINCULADOS FEDERAIS,164319.23,33903985,SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS
005 - RECURSOS VINCULADOS FEDERAIS,306062650.27,33903989,SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA
005 - RECURSOS VINCULADOS FEDERAIS,5027342.46,33903991,LOCACAO DE IMOVEIS
005 - RECURSOS VINCULADOS FEDERAIS,19021.29,33903992,DESPESAS MIUDAS E DE PRONTO PAGAMENTO
005 - RECURSOS VINCULADOS FEDERAIS,3000.0,33903995,MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO
005 - RECURSOS VINCULADOS FEDERAIS,106015843.62,33903999,OUTROS SERVICOS DE TERCEIROS
005 - RECURSOS VINCULADOS FEDERAIS,13445.3,33904007,MANUTENçãO DE SOFTWARE
005 - RECURSOS VINCULADOS FEDERAIS,160000.0,33904008,LOCAçãO DE SOFTWARE
005 - RECURSOS VINCULADOS FEDERAIS,194272.0,33904009,DESENVOLVIMENTO DE SOFTWARE
005 - RECURSOS VINCULADOS FEDERAIS,312797.87,33904010,ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR
005 - RECURSOS VINCULADOS FEDERAIS,380000.0,33904012,SUPORTE A USUáRIOS DE TI
005 - RECURSOS VINCULADOS FEDERAIS,27320.86,33904015,MANUTENçãO DE EQUIPAMENTOS DE TI
005 - RECURSOS VINCULADOS FEDERAIS,19221118.82,33904016,COMUNICAçãO DE DADOS
005 - RECURSOS VINCULADOS FEDERAIS,288000.0,33904018,SALA COFRE
005 - RECURSOS VINCULADOS FEDERAIS,255734.7,33904019,SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS
005 - RECURSOS VINCULADOS FEDERAIS,1740.96,33904020,SERVIçOS DE TELEFONIA DE VOZ SOBRE IP
005 - RECURSOS VINCULADOS FEDERAIS,30896458.01,33904090,SERVIçOS DE TECNOLOGIA DA INFORMAçãO
005 - RECURSOS VINCULADOS FEDERAIS,2199184.07,33904710,CONTRIBUICOES P/FORMACAO DO PASEP/PIS
005 - RECURSOS VINCULADOS FEDERAIS,180459.3,33904720,OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA
005 - RECURSOS VINCULADOS FEDERAIS,3190.19,33904722,OUTRAS TAXAS
005 - RECURSOS VINCULADOS FEDERAIS,15966.19,33904901,AUXILIO - TRANSPORTE
005 - RECURSOS VINCULADOS FEDERAIS,44742790.32,33905011,ENERGIA ELETRICA
005 - RECURSOS VINCULADOS FEDERAIS,3676884.83,33905012,TELEFONIA FIXA
005 - RECURSOS VINCULADOS FEDERAIS,69212315.92,33905013,AGUA E ESGOTOS
005 - RECURSOS VINCULADOS FEDERAIS,25297.01,33905014,GAS ENCANADO
005 - RECURSOS VINCULADOS FEDERAIS,237760.21,33905017,TELEFONIA MOVEL CELULAR
005 - RECURSOS VINCULADOS FEDERAIS,8320.83,33909101,SENTENCAS JUDICIAIS
005 - RECURSOS VINCULADOS FEDERAIS,91630.96,33909212,ALIMENTACAO PREPARADA
005 - RECURSOS VINCULADOS FEDERAIS,10871.64,33909213,GENEROS ALIMENTICIOS
005 - RECURSOS VINCULADOS FEDERAIS,4514.39,33909214,LIMPEZA
005 - RECURSOS VINCULADOS FEDERAIS,46026.64,33909215,VIGILANCIA
005 - RECURSOS VINCULADOS FEDERAIS,10000.0,33909217,TELEFONIA
005 - RECURSOS VINCULADOS FEDERAIS,2284471.13,33909220,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
005 - RECURSOS VINCULADOS FEDERAIS,6036.93,33909221,DIARIAS
005 - RECURSOS VINCULADOS FEDERAIS,17093.29,33909222,IMPOSTOS EM ATRASO
005 - RECURSOS VINCULADOS FEDERAIS,6937678.52,33909301,INDENIZACOES E RESTITUICOES DIVERSAS
005 - RECURSOS VINCULADOS FEDERAIS,2843.88,33909315,AJUDA DE CUSTO-PESSOAL CIVIL
005 - RECURSOS VINCULADOS FEDERAIS,53335.25,33909317,INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST
005 - RECURSOS VINCULADOS FEDERAIS,1232975.19,33909321,ETAPAS PAGAS A SERVIDORES
005 - RECURSOS VINCULADOS FEDERAIS,9206.4,33909327,INDENIZ.A P.FISICA DECOR.DE DECISAO JUDICIAL
005 - RECURSOS VINCULADOS FEDERAIS,94929092.76,33913002,MATERIAL DE CONSUMO
005 - RECURSOS VINCULADOS FEDERAIS,47554282.34,33913981,"REFORMAS DE IMóVEIS,INCLUS.INSTAL.HIDR.E ELE"
005 - RECURSOS VINCULADOS FEDERAIS,15094800.0,44504201,AUXILIOS PARA DESPESAS DE CAPITAL
005 - RECURSOS VINCULADOS FEDERAIS,151400.0,44704201,AUXILIOS PARA DESPESAS DE CAPITAL
005 - RECURSOS VINCULADOS FEDERAIS,519000.0,44903921,SERVICOS DE COMUNICACAO DE DADOS
005 - RECURSOS VINCULADOS FEDERAIS,3600.0,44904061,MELHORIA DE EQUIPAMENTO DE TI
005 - RECURSOS VINCULADOS FEDERAIS,4683663.14,44905112,INSTALACOES
005 - RECURSOS VINCULADOS FEDERAIS,33243071.68,44905130,EXECUCAO DE OBRAS E INSTALACOES
005 - RECURSOS VINCULADOS FEDERAIS,98351828.98,44905210,VEICULOS DIVERSOS
005 - RECURSOS VINCULADOS FEDERAIS,87839590.88,44905211,TRENS
005 - RECURSOS VINCULADOS FEDERAIS,4105326.79,44905220,EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO
005 - RECURSOS VINCULADOS FEDERAIS,216165.68,44905231,MAQUINAS E MOTORES
005 - RECURSOS VINCULADOS FEDERAIS,4107961.6,44905232,MOBILIARIO EM GERAL
005 - RECURSOS VINCULADOS FEDERAIS,1834396.8,44905233,"MATERIAL EDUCATIVO,CULTURAL E RECREATIVO"
005 - RECURSOS VINCULADOS FEDERAIS,45848767.84,44905234,OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE
005 - RECURSOS VINCULADOS FEDERAIS,53556975.62,44905235,"EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO"
005 - RECURSOS VINCULADOS FEDERAIS,255600.0,44905236,ARMAMENTOS
005 - RECURSOS VINCULADOS FEDERAIS,219028.71,44905242,AQUISICAO DE SOFTWARE PRONTO
005 - RECURSOS VINCULADOS FEDERAIS,9106702.24,44909201,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
005 - RECURSOS VINCULADOS FEDERAIS,18852144.42,44909301,INDENIZACOES E RESTITUICOES DIVERSAS
005 - RECURSOS VINCULADOS FEDERAIS,12392104.67,44915141,OBRAS E INSTALACOES
005 - RECURSOS VINCULADOS FEDERAIS,62713271.63,45916510,SUBSCRICAO DE ACOES-INVESTIMENTOS
006 - OUTRAS FONTES DE RECURSOS,7482.93,33901401,DIARIAS PESSOAL CIVIL
006 - OUTRAS FONTES DE RECURSOS,3705.2,33903010,GENEROS ALIMENTICIOS
006 - OUTRAS FONTES DE RECURSOS,5662.14,33903014,MATERIAL DE LIMPEZA
006 - OUTRAS FONTES DE RECURSOS,1943.4,33903019,LUBRIFICANTE AUTOMOTIVO
006 - OUTRAS FONTES DE RECURSOS,2935.0,33903024,OUTROS COMBUSTIVEIS E LUBRIFICANTES
006 - OUTRAS FONTES DE RECURSOS,18615.5,33903050,PECAS DE REPOSICAO E ACESSORIOS
